Fact-checking Don Blankenship on Mitch McConnell and China		False		"Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations."
Donald Trump says wrongly the Iran nuclear deal expires in 7 years		False		"In seven years that (nuclear) deal will have expired, and Iran is free to go ahead and create nuclear weapons."
 		False		None
Are most of our taxes spent on the war on terror? No		False		"Most of our taxes are spent on the so-called ‘War on Terror.’"
Donald Trump gets ahead of the facts on North Korea denuclearization		False		Says North Korea has "agreed to denuclearization."
Do Republicans in Congress want to take away Social Security, Medicare, Medicaid?		False		"Republicans in Congress are plotting to take away Medicare, Medicaid and Social Security."
No, the Postal Service isn't losing a fortune on Amazon		False		"Only fools, or worse, are saying that our money losing Post Office makes money with Amazon. THEY LOSE A FORTUNE, and this will be changed."
Ryan Zinke wrong that Trump proposal would be biggest ever for public lands		False		A Trump administration proposal for the Interior Department "is the largest investment in our public lands infrastructure in our nation's history."
Donald Trump botches Japanese bowling ball on the car hood test		False		In Japan, "they take a bowling ball from 20 feet up in the air and they drop it on the hood of the car. And if the hood dents, then the car doesn't qualify...It's horrible, the way we're treated."
Donald Trump is wrong about wage trends		False		"When I was campaigning, I was talking about 18 and 20 years (when) wages effectively went down. Now, for the first time in a long time, they're starting to go up for people."
Are Democrats 'nowhere to be found on DACA,' as Donald Trump claimed?		False		"Democrats are nowhere to be found on DACA."
Donald Trump is wrong about the Pulse nightclub shooting		False		"You take Pulse nightclub. If you had one person in that room that could carry a gun and knew how to use it, it wouldn’t have happened, or certainly to the extent that it did."
 		False		None
Ryan Zinke wrong that gas prices are down 40% under Trump		False		"Under the previous administration it was … $100 to fill a car. American energy has delivered. Now it's $60. That’s $40 you have in your pocket … that you wouldn’t have."
Has President Donald Trump clearly and frequently spoken out against abuse of women? Not when asked		False		"The president has been very clear. All forms of abuse, all forms of battery against women are deplorable and disgusting. ... He’s said that multiple times in the past."
Heidi Heitkamp didn't high-five Chuck Schumer following abortion vote		False		"Heitkamp High-Fives Schumer After Voting Against 20-Week Abortion Ban."
Donald Trump leaves out the facts in claim about visa lottery		False		The immigration visa lottery "randomly hands out green cards without any regard for skill, merit, or the safety of American people."
Donald Trump wrong again that recent tax bill is biggest ever		False		"We enacted the biggest tax cuts and reforms in American history."
Donald Trump’s unsubstantiated claims about chain migration, NYC terror suspect		False		Says "22 to 24 people" came into the United States due to family connection with suspect in the October 2017 New York City terror attack.
Did Democrats vote to deport Dreamers?		False		Democratic lawmakers who voted in favor of short-term spending bills "just voted to deport Dreamers."
Did Fire and Fury author Michael Wolff have access to the White House?		False		"I authorized Zero access to White House (actually turned him down many times) for author of phony book! I never spoke to him for book."
Donald Trump says there's 'substantial evidence of voter fraud.' There isn't		False		There is "substantial evidence of voter fraud."
Donald Trump wrong about how long GOP held Alabama Senate seat		False		The Senate seat won in a special election by a Democrat had been "held for more than thirty years by Republicans."
Has Donald Trump signed more bills than anyone? No. (His count ranks last)		False		"We have signed more legislation than anybody. We broke the record of Harry Truman."
Ivanka Trump wrong that in April, 'vast majority' will be filing their taxes on a 'postcard'		False		In April, "the vast majority will be (filling out their taxes) on a single postcard."
Trump wrongly says end of mandate is 'essentially' Obamacare repeal		False		"We essentially repealed Obamacare because we got rid of the individual mandate ... and that was a primary source of funding of Obamacare."
 		False		None
Seating Alabama Sen.-elect Doug Jones - does a delay break Senate rules?		False		Says Sen. Mitch McConnell's delay in seating Alabama Sen.-elect Doug Jones "is a flagrant violation of Senate policy, which requires Jones assume office the instant one of them wins the election."
 		False		None
Bernie Sanders wrongly says Donald Trump never apologized for Access Hollywood tape		False		Says Donald Trump "has not apologized" for comments caught on tape by "Access Hollywood."
Donald Trump wrong that black homeownership rate is at a record high		False		"Black homeownership just hit the highest level it has ever been in the history of our country."
No, the GOP concealed carry bill does not block states from keeping guns out of schools		False		Says the concealed carry bill would allow residents of certain states to "travel to your community and walk right into a school zone with a loaded weapon, no matter what local laws say."
Donald Trump falsely claims Hillary Clinton lied to FBI		False		"Hillary Clinton lied many times to the FBI."
Will the GOP tax bill cost Donald Trump 'a fortune'? No		False		Says the tax bill "is going to cost me a fortune, this thing -- believe me. Believe me, this is not good for me."
If you pay no taxes, will you end up with more money under GOP tax plan?		False		"If you don't pay income taxes ... you'll have more money" under the Republican tax plan.
Moore's wife coins new anti-abortion term to attack his Democratic opponent		False		Says Doug Jones "is for full-term abortion."
 		False		None
Behind Steve Bannon's misrepresentation of Chuck Todd's comments on Roy Moore		False		Says Chuck Todd said the Roy Moore story "felt completely orchestrated."
No, the Washington Post Roy Moore reporter doesn't have a history of 'faking'		False		Says a Washington Post reporter who broke news on Judge Roy Moore story has a criminal history of "faking."
Dick Durbin wrong that GOP tax bill hasn't had independent vetting		False		The Republican tax bill is "not being scored by the Congressional Budget Office, as it is traditionally."
Will 'every American' get a tax cut from House GOP bill?		False		The Republican tax bill "lets every American keep more of what they earned."
Diversity visa applicants are vetted, despite contrary claim from White House press secretary		False		Says diversity visa immigrants are not vetted.
Did Patrick Morrisey once support abortion rights?		False		Says Patrick Morrisey "ran for Congress in NJ as pro-choice."
Does Roy Moore want to end Medicaid and Medicare, as his Democratic opponent claims?		False		Says Roy Moore "has advocated getting the federal government out of health care altogether, which means doing away with Medicaid, which means doing away with Medicare."
Donald Trump wrong that his tax plan is biggest cut ever		False		Says the GOP plan he supports is "the biggest tax cut in U.S. history."
Trump says insurers made fortune off Obamacare. They didn't.		False		Insurance companies "have made a fortune with Obamacare."
Fact-checking John Kelly on Frederica Wilson's 2015 speech		False		At a 2015 dedication of an FBI building in Florida, Rep. Frederica Wilson "stood up there ... and talked about how she was instrumental in getting the funding for that building, and how she took care of her constituents because she got the money, and she just called up President Obama, and on that phone call he gave the money -- the $20 million -- to build the building. And she sat down."
Is it ‘against the law’ for NFL players to kneel for the national anthem, as Roy Moore said? No		False		NFL players taking a knee during the national anthem is "against the law."
Once again, Trump overstates U.S. tax ranking		False		"We're the highest developed nation taxed in the world."
Donald Trump's misleading linkage between stock gains, debt reduction		False		The Obama administration "borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense we’re reducing debt."
Is Sen. Bob Corker responsible for the Iran deal, as Donald Trump claims?		False		"Bob Corker gave us the Iran Deal."
NRA's Chris Cox falsely says Dianne Feinstein wanted to take 'all of your guns'		False		Says Sen. Dianne Feinstein said "if she had 51 votes in the Senate for 'Mr. and Ms. America, turn in all of your guns,' they would do it."
No, gun silencers wouldn't have worsened the Las Vegas shooting		False		"The crowd (in Las Vegas) fled at the sound of gunshots. Imagine the deaths if the shooter had a silencer ..."
Donald Trump's dubious claim that his tax plan won't benefit him		False		Says "No, I don't benefit, I don't benefit" from his tax proposal.
Donald Trump wrongly blames ‘hospitalized’ senator for GOP health care collapse		False		"We have one senator who’s a ‘yes’ vote ... but he’s in the hospital. And he’s a ‘yes’ vote. So we can’t do it by Friday. So we have the votes" to pass a health care bill. 
Did Roy Moore fight for pay raises for 'politicians' during a court shutdown? No		False		"Roy Moore fought for pay increases for politicians while courts had to shut down because of lack of funding."
Mike Pence erroneously credits Thomas Jefferson with small government quote		False		"Thomas Jefferson said, ‘Government that governs least governs best.’ "
Is there evidence of voter fraud in New Hampshire, as Kris Kobach said? Not really		False		"Facts have come to light that indicate that a pivotal, close election was likely changed through voter fraud on November 8, 2016: New Hampshire’s U.S. Senate Seat, and perhaps also New Hampshire’s four Electoral College votes in the presidential election."
Rep. Dave Brat claims DACA leads to chain migration of up to 4 million. That's False		False		"So the number on DACA is 800,000, but every one person can bring in their entire extended family once they reach a certain status. So it's 3 or 4 million, right?"
 		False		None
Donald Trump repeats false claim about illegal border crossings		False		"We stopped traffic coming through -- 78 percent."
Arpaio falsely ties conviction to Obama administration		False		Says his conviction is "a political witch hunt by holdovers in the Obama justice department."
Donald Trump wrongly says U.S. is a net energy exporter		False		"We have become an energy exporter for the first time ever just recently."
Trump's False claim that there weren't too many people protesting his Phoenix rally		False		"There aren't too many people outside protesting" his speech at the Phoenix Convention Center.
Donald Trump said wages 'haven’t gone up for a long time,' but that's wrong		False		Wages "haven’t gone up for a long time."
Fact-checking Donald Trump's misleading tweet about U.S. nuclear arsenal		False		"My first order as president was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before."
Are there over $4 trillion of untaxed corporate earnings offshore, as Donald Trump said?		False		Untaxed corporate earnings used to be "$2.5 trillion … I guess it’s $5 trillion now. Whatever it is, it’s a lot more. So we have anywhere from 4 (trillion) to 5 or even more trillions of dollars sitting offshore."
False: Trump's claim about illegal immigration under past administrations		False		"The border is down 78 percent. Under past administrations, the border didn’t go down -- it went up."
Is it a felony to leak a financial disclosure form, as Anthony Scaramucci said?		False		"In light of the leak of my financial disclosure info which is a felony I will be contacting @FBI and the @TheJusticeDept"
In Youngstown, Trump incorrectly says he has achieved historic increase in defense spending		False		"We've achieved a historic increase in defense spending to get our troops the support they so richly deserve."
Yes, Chuck Schumer, oil prices do sometimes fall		False		"When the price for oil goes up on the markets, it goes right up, but it never goes down."
Trump: In Watergate, FBI reported to DOJ as a courtesy		False		During the Nixon Watergate investigation, "out of courtesy, the FBI started reporting to the Department of Justice. But there was nothing official."
 		False		None
Trump’s False claim that his presidential approval rating is ‘not bad’		False		Says his job approval poll numbers are "not bad" relative to other presidents at this point in his presidency.
Mike Pence falsely blames Medicaid expansion for disability waiting list in Ohio		False		In Ohio, due to Medicaid expansion, "nearly 60,000 disabled citizens are stuck on waiting lists ... leaving them without the care they need for months or even years."
 		False		None
Did John Podesta deny CIA and FBI access to DNC server, as Donald Trump claims?		False		Says John Podesta "refused to give the DNC server to the FBI and the CIA. Disgraceful!"
Has Donald Trump never 'promoted or encouraged violence,' as Sarah Huckabee Sanders said?		False		"The president in no way, form or fashion has ever promoted or encouraged violence."
Trump falsely claims his administration has deported half of MS-13 gang members		False		"We're pretty much at the 50 percent mark" on deportations of MS-13 gang members.
Blogger falsely ties death of U.N. official to Clintons		False		"U.N. official John Ashe set to testify against the Clintons may not have died by accident."
Rick Perry wrongly downplays human role in climate change		False		"Most likely the primary control knob (for the earth’s temperature) is the ocean waters and this environment that we live in."
Donald Trump wrong on Paris accord, China and coal plants		False		"China will be allowed to build hundreds of additional coal plants. So we can’t build the plants, but they can, according to this (Paris) agreement."
Donald Trump's tweet misleads about London mayor's reaction to bridge, stabbing attacks		False		"At least 7 dead and 48 wounded in terror attack and Mayor of London says there is ‘no reason to be alarmed!’ "
Did Donald Trump's trip create or save 'millions' of jobs?		False		Deals struck on his first foreign trip as president made and saved "millions of jobs."
Did Obamacare premiums double in most states this year? No		False		"This year, a majority of states are seeing premiums and costs double" under Obamacare.
Would the Republican health care bill take away anyone’s Medicaid?		False		"Nobody on Medicaid" will have their benefits taken away.
Ivanka Trump's new book includes quote falsely (and frequently) attributed to John Quincy Adams		False		Says John Quincy Adams said, "If your actions inspire others to dream more, learn more, do more, and become more, you are a leader."
Trump’s false claim that 'Dems want billions to go to Insurance Companies to bail out donors'		False		"Dems want billions to go to Insurance Companies to bail out donors"
Has Trump ‘given more financial disclosure than anybody else?'		False		Says President Donald Trump "has given more financial disclosure than anybody else."
How do Donald Trump's first 100 days rate historically?		False		"No administration has accomplished more in the first 90 days."
Howard Dean's wrong tweet that the Constitution doesn't protect 'hate speech'		False		"Hate speech is not protected by the first amendment."
Trump falsely claims Obama policies to blame for growth of MS-13 gang in the U.S.		False		"The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!"
Bernie Sanders wrong that voter turnout hit 20-year low in 2016		False		"When Trump won, we had the lowest voter turnout in 20 years."
Donald Trump's Syria strike looks a lot like Barack Obama's plan, despite what Rubio, others say		False		The Obama administration’s 2013 Syria proposal "had no clear objective," while Trump’s Syria strike "had a clear strategic objective."
Tom Cotton: It's 'unusual' for White House officials like Susan Rice to make unmasking requests		False		"It is unusual" for a White House official like former National Security Adviser Susan Rice to make unmasking requests.
Rick Santorum garbles climate change comments by Obama's EPA chief		False		"The EPA director under Obama said the Clean Power Initiative would have no effect on man-made CO2 emissions. That's what she said. Go look it up."
Donald Trump flubs how unemployment is calculated		False		"When you look for a job, you can't find it and you give up. You are now considered statistically employed."
Discussing health care, Mike Pence is wrong about how car insurance works		False		Says President Donald Trump’s proposal to allow Americans to buy health insurance across state lines would make it the same as "the way you buy car insurance" today.
Sean Spicer’s False claim that Paul Manafort played a minor role in the Trump campaign		False		Says Paul Manafort "played a very limited role" in the Trump presidential campaign.
Trump's False tweet that NSA, FBI said 'Russia did not influence electoral process'		False		"The NSA and FBI tell Congress that Russia did not influence electoral process."
Fact-check: Donald Trump says Germany owes 'vast sums of money to NATO'		False		"Germany owes ... vast sums of money to NATO & the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!"
Donald Trump says he learned Obama tapped his phones from the New York Times		False		Says "the New York Times wrote about" Barack Obama wiretapping Donald Trump during the election. 
Tom Price undercounts Obamacare impact on getting more Americans insured		False		"The number of individuals who actually got coverage through the exchange who didn't have coverage before, or who weren't eligible for Medicaid before is relatively small. So we've turned things upside down completely for 3 million, or 4 million, or 5 million individuals."
EPA head Scott Pruitt says carbon dioxide is not 'primary contributor' to global warming		False		Carbon dioxide is not "a primary contributor to the global warming that we see."
Why the White House defense of Trump wiretap accusation is misleading		False		"Everybody acts like President Trump is the one that came up with this idea. ... There are multiple news outlets that have reported" former President Barack Obama ordered wiretapping on Trump.
Claire McCaskill says she never met with Russian ambassador, past tweets say otherwise		False		"I’ve been on the Armed Services (Committee) for 10 years. No call or meeting w/ Russian ambassador. Ever."
No evidence that protesters are paid to disrupt Republican town hall meetings		False		Political activists are "being paid" to protest members of Congress.
Donald Trump in Florida laments 'what's happening last night in Sweden.' But nothing happened		False		"Look at what’s happening last night in Sweden. Sweden, who would believe this? Sweden. They took in large numbers. They’re having problems like they never thought possible."
Donald Trump wrongly says CNN cut off Bernie Sanders for calling network 'fake news'		False		"While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!"
Trump wrong on  Sen. Blumenthal's CNN interview and Vietnam		False		Says CNN’s Chris Cuomo "never asked" Sen. Richard Blumenthal about Blumenthal's misstatements on his own service in Vietnam.
Donald Trump wrong that murder rate is highest in 47 years		False		"The murder rate in our country is the highest it’s been in 47 years."
President Trump says 109 people were affected by travel ban. It's at least 60,000		False		Says "109 people out of hundreds of thousands of travelers" were affected by the immigration executive order.
Fact-checking Kellyanne Conway on the 'Bowling Green massacre'		False		"Two Iraqis came here to this country, were radicalized and they were the masterminds behind the Bowling Green massacre. … It didn't get covered"
Kellyanne Conway wrongly says this is longest the U.S. has gone without a Treasury secretary		False		"This is longest that the nation has gone without a secretary of the Treasury, at least in modern times. If it's not the longest, it's darn close to it."
Kellyanne Conway incorrect that worker remittances to Mexico are 'No. 1' income flow		False		"Here's the fact: The No. 1 source of income into Mexico are Mexicans working here and sending the money back."
No evidence for Trump claim that it was 'impossible' for Syrian Christians to enter U.S.		False		"If you were a Muslim, you could come in, if you were a Christian, it was impossible."
Sean Spicer wrongly uses Pew study to bolster claim that non-citizens vote in large numbers		False		"There's one (study) that came out of Pew in 2008 that showed 14 percent of people who voted were noncitizens."
Trump wrongly blames press for feud with intel community		False		"The media ... sort of made it sound like I had a feud with the intelligence community."
 		False		None
Education nominee Betsy DeVos says a Wyoming school might need guns to stop grizzly bears		False		"I would imagine that there's probably a gun in the school (in Wapiti, Wyo.) to protect from potential grizzlies."
Keith Ellison wrong that CBO can't analyze cost of Obamacare repeal		False		"House GOP rules package bars CBO from counting spikes in deficit spending spurred by an ACA repeal."
Trump wrong that Americans don't care about his tax returns		False		Americans don't "care at all" about Donald Trump's tax returns.
Donald Trump's Electoral College victory was not a 'massive landslide'		False		"We had a massive landslide victory, as you know, in the Electoral College."
Reince Priebus falsely claims no conclusive report whether Russia tried to influence election		False		"There's been no conclusive or specific report to say" Russia was trying to muddy the election.
Donald Trump says New York Times apologized for 'bad coverage' of him		False		"The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me."
Donald Trump wrongly tweets that he 'never said' more countries should have nuclear weapons		False		"The @nytimes states today that DJT believes ‘more countries should acquire nuclear weapons.’ How dishonest are they. I never said this!"
In closing argument, Donald Trump wrongly says he outdraws Beyonce, Jay Z		False		"Beyonce and Jay Z, I like them, I like them ... I get bigger crowds than they do. It's true. I get far bigger crowds."
Trump wrongly claims tremendous support from women		False		"I have tremendous support from women."
Trump says the media doesn't show his crowds at rallies. He's wrong		False		The media "never show crowds."
 		False		None
Trump says Twitter, Google, Facebook buried Clinton emails story		False		"Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!" 
Clinton wrongly says FBI director sent letter about emails 'only' to Republicans		False		Says FBI Director James Comey’s letter about new developments in the investigation into her emails "only" went "to Republican members of the House."
Donald Trump wrongly says 14 percent of noncitizens are registered to vote		False		"14 percent of noncitizens are registered to vote."
 		False		None
Donald Trump says reports of sexual assault by him have been disproven		False		The stories from women saying he groped or forced himself on them "largely have been debunked."
Donald Trump says Hillary Clinton is 'wrong' to say he mocked a disabled reporter		False		Says Hillary Clinton is "wrong" to say he mocked a disabled reporter.
Mike Pence wrong on Haiti contracts steered to Clinton friends		False		"State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons."
 		False		None
FBI director James Comey says Donald Trump has it flipped; Petraeus case was worse than Clinton's		False		Says Hillary Clinton was "let off the hook" for her email scandal while Gen. David Petraeus had his life "destroyed for doing far, far less."
Hillary Clinton claim that US is energy independent goes too far		False		"We are now, for the first time ever, energy independent."
Donald Trump off-base in claim about Michelle Obama ad against Hillary Clinton 		False		"I've gotten to see the commercials that they did on you. And I've gotten to see some of the most vicious commercials I've ever seen of Michelle Obama talking about you, Hillary."
Donald Trump incorrectly pins Benghazi criticism on Sidney Blumenthal		False		Says Sidney Blumenthal wrote that the Benghazi attack was "almost certainly preventable. Clinton was in charge of the State Department, and it failed to protect U.S. personnel and an American consulate in Libya."
Donald Trump wrongly says Hillary Clinton laughed at a 12-year-old rape victim		False		Says after Hillary Clinton helped a man accused of raping a 12-year-old, "she's seen laughing on two separate occasions, laughing at the girl who was raped."
Donald Trump wrongly says Hillary Clinton 'wants to go to a single-payer plan' for health care		False		Says Hillary Clinton "wants to go to a single-payer plan" for health care
Donald Trump has no 'fiduciary responsibility' on his personal tax returns, experts say		False		Says he has "a fiduciary responsibility to his business, his family and his employees to pay no more tax than legally required."
Pence's False claim that Trump 'hasn't broken' tax return promise		False		Says Donald Trump "hasn’t broken his promise" to release his tax returns.
Pence repeats false claim on Clinton Foundation's limited charitable work		False		"10 cents on the dollar from the Clinton Foundation goes to charitable causes."
Donald Trump: My Trans-Pacific Partnership opposition made Hillary Clinton change her stance		False		Says to Hillary Clinton, "You heard what I said about (the Trans-Pacific Partnership trade deal), and all of a sudden you were against it."
Donald Trump wrong again about NATO increasing terrorism efforts 'largely' because of him		False		"NATO is opening up a major terror division. ... I'm sure I'm not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO."
Trump says Clinton would bring in 620,000 refugees in her first term		False		Says "Hillary Clinton's plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs."
Donald Trump's false claim that Clinton's energy plan will cost the economy $5 trillion		False		Says Hillary Clinton’s energy agenda "will cost the U.S. economy over $5 trillion"
Trump falsely tries to pin birtherism on Clinton insiders		False		Says top Clinton advisers "were pressing" birther movement stories "very hard."
 		False		None
At first debate, Donald Trump claims, again, that he was against war in Iraq		False		"I did not support the war in Iraq … The record shows that I’m right."
Donald Trump wrong that 'you will learn more' from financial disclosure form than from tax returns		False		"You will learn more about Donald Trump by going down to the Federal Elections" to see the financial disclosure form than by looking at tax returns.
Donald Trump says he never called for profiling Muslims		False		"I never said" that Muslims would be subject to profiling under his policies.
Fact-checking Donald Trump's claim Hillary Clinton started Obama birther movement		False		"Hillary Clinton and her campaign of 2008 started the birther controversy."
John Fleming attacks IRS in inaccurate radio ad		False		"The head of the IRS ordered 24,000 emails erased before Congress could review them, making sure the American people will never know the real truth."
No, Donald Trump's foundation money does not come from him		False		Says the Donald J.Trump Foundation's money "is his money."
Bloggers hype Hillary Clinton health poll as a representative survey of all doctors; it's not		False		Say "71 percent of doctors say Hillary's health concerns are 'serious' and 'could be disqualifying.' "
Donald Trump's False claim veterans treated worse than illegal immigrants		False		"Our veterans, in many cases, are being treated worse than illegal immigrants."
Trump repeats wrong claim that he opposed Iraq War		False		"I was totally against the war in Iraq." 
Rudy Giuliani says food stamps rose two and a half times under Barack Obama		False		"Food stamps have gone up two-and-a-half times under Barack Obama."
Donald Trump says his financial disclosures more than make up for lack of releasing tax returns		False		"I released the most extensive financial review of anybody in the history of politics. … You don't learn much in a tax return."
Pence wrongly says Trump has been consistent in immigration views		False		"Donald Trump’s been completely consistent" about his plan for nonviolent undocumented immigrants.
Gary Johnson questions pollsters as he tries to join Clinton, Trump on debate stage		False		"None of the polls being conducted right now have us on the top line. None of them. It's always Trump and Clinton and then second question, third question. ... If we were included in the top line, as Johnson/Trump/Clinton, we'd be at 20 percent."
Trump's False claim Hillary Clinton wants to raise taxes on African-American businesses 50 percent		False		Says Hillary Clinton "wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than they're paying now."
Reince Priebus' False claim that 80% of Clinton Foundation costs are overhead		False		"The fact is" the Clinton Foundation has "got about 80 percent in overhead and 20 percent of the money is actually getting into the places it should."
Aside from 9/11, Rudy Giuliani is wrong about no terrorist attacks before Obama  		False		"Under those eight years before (Barack) Obama came along, we didn’t have any successful radical Islamic terrorist attack in the United States" since Sept. 11, 2001.
Donald Trump mischaracterizes NATO change and his role in it		False		"I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats."
Donald Trump exaggerates Michigan job losses from coal regulations		False		"The Obama-Clinton war on coal has cost Michigan over 50,000 jobs."
Viral post claiming voter fraud in 2012 election errs on photo ID numbers		False		Says in 2012 "Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote."
Donald Trump says he didn't see video of cash being transferred for ransom after all		False		Says he saw videotape "of the people taking the money off the plane" to pay ransom to Iran for hostages.
Donald Trump exaggerates youth unemployment in Reddit AMA		False		"Youth unemployment is through the roof."
Joe Biden wrong to say Donald Trump has called for carpet bombing		False		Says Donald Trump "is going to go out and carpet bomb" the Middle East.
Trump campaign wrong about Clinton influence on debates against Sanders, Trump		False		"The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders," and the Clinton campaign is continuing this "ploy" against Donald Trump.
No, Donald Trump, Bernie Sanders wouldn't have won even if super delegates were nixed		False		"An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates."
Hillary Clinton says Mike Pence 'slashed' education spending as Indiana governor		False		Says unlike Tim Kaine, who "invested" in education, Indiana Gov. Mike Pence "slashed education funding."
Despite new adverb, Trump's claim about Clinton wanting to 'abolish' 2nd Amendment is still False		False		Says Hillary Clinton "wants to essentially abolish the Second Amendment."
Businessman friend of Donald Trump says he 'always pays his bills promptly' 		False		Says Donald Trump "always pays his bills promptly."
Donald Trump Jr. wrong that Hillary Clinton is proposing to destroy Medicare		False		Says Hillary Clinton is proposing "destroying Medicare for seniors."
Trump campaign chair pins Melania plagiarism story on Hillary Clinton's campaign		False		"The Clinton camp was the first to get it out there and try to say there was something untoward about the speech that Melania Trump gave."
Sen. Jeff Sessions wrongly says 350,000 people succeed in crossing the border every year		False		"There are about 350,000 people who succeed in crossing our borders illegally each year."
Trump says, without proof, that he recommended Ohio for GOP convention		False		Says as GOP was picking a convention city, "I recommended Ohio."
Priebus wrongly says no Bush attended 2012 RNC		False		Says no one from the Bush family attended the 2012 Republican National Convention and "there was no President Bush" at the 2008 convention.
GOP chair wrongly claims 'facts' show children do better with straight parents		False		"What the facts say" is ... "the best scenario for kids is a loving mom and dad."
Donald Trump mischaracterizes FBI director comment about Hillary Clinton's email practices		False		"Just look at what the FBI director said about her (Hillary Clinton) — her misconduct  is a disgrace and embarrassment to our country."
Pence falsely says Clinton didn't 'send help' during Benghazi attack		False		Says Hillary Clinton "took 13 hours to send help to Americans under fire" during the terrorist attack in Benghazi.
FBI findings tear holes in Hillary Clinton's email defense		False		Says she "never received nor sent any material that was marked classified" on her private email server while secretary of state.
Barack Obama wrong about size of U.S. steel production, work force		False		"The steel industry is producing as much steel in the United States as it ever was. It’s just (that) it needs one-tenth of the workers that it used to."
Did Hillary Clinton launder millions of dollars while she was secretary of state?		False		"As Secretary of State, Hillary Clinton laundered money to Bill Clinton through Laureate Education, while Bill Clinton was an honorary chairman of the group."
 		False		None
Trump wrongly says Clinton filibustered Fannie Mae and Freddie Mac legislation		False		Says Hillary Clinton "filibustered legislation to reform" Fannie Mae and Freddie Mac.
Donald Trump says Hillary Clinton 'slept' through Benghazi attack		False		The Benghazi victims were "left helpless to die as Hillary Clinton soundly slept in her bed."
Websites say Hillary Clinton's State Department blocked investigation into Orlando shooter's mosque		False		Says Hillary Clinton’s "State Department blocked investigation into Orlando killer’s mosque."
 		False		None
Trump still wrong on his claim that opposed Iraq War ahead of the invasion		False		"I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started."
 		False		None
