Does China account for 90% of North Korean trade, as Rex Tillerson said?		True		"China account(s) for 90 percent of North Korean trade."
Is illegal immigration the lowest in 17 years, as Trump said?		True		Illegal immigration on the U.S.-Mexico border is "the lowest in 17 years."
NY Rep. Maloney: More than half Planned Parenthood clinics are in underserved areas		True		"More than half of Planned Parenthood facilities are in rural or medically underserved areas."
 		True		None
Donald Trump: One-third of counties have only one insurer on Affordable Care Act exchanges		True		"One-third of the counties — think of it, one-third — only have one insurer left" on the Affordable Care Act exchanges.
Nancy Pelosi says Donald Trump's child-care proposal mainly benefits high earners		True		Says 70 percent of benefits in Donald Trump’s proposal for child care "go to the people making over $100,000 a year."
Most Syrian refugees are women and children, as Keith Ellison said		True		"About three-quarters of (Syrian refugees) are women and children. A full third of them are kids under 12 years old."
Rep. Luke Messer is correct, 2006 act allows the construction of a border wall		True		"By funding the authorization that’s already happened a decade ago (in the Secure Fence Act of 2006), we could start the process of meeting Mr. Trump’s campaign pledge to secure the border."
It's True: WikiLeaks dumped Podesta emails hour after Trump video surfaced		True		"On Oct. 7, the Access Hollywood tape comes out. One hour later, WikiLeaks starts dropping my emails."
Rand Paul says John Bolton still thinks Iraq War was right decision		True		Says John Bolton supported the Iraq War and said last year that "I still think the decision to overthrow Saddam was correct."
Giuliani: President Trump will be exempt from conflict-of-interest laws		True		Financial conflict-of-interest "laws don't apply to the president, right? So, the president doesn't have to have a blind trust."
Tim Kaine is right, Spanish was first European language spoken in United States		True		"Spanish was the first European language spoken in this country."
Would 51% of single parents see taxes rise under Donald Trump's tax plan?		True		Under Donald Trump's tax plan, "51 percent of single parents would see their taxes go up."
 		True		None
Hillary Clinton says Donald Trump 'wants to undo marriage equality'		True		Says Donald Trump "wants to undo marriage equality."
Trump said he would require schools to allow guns, Clinton says		True		Says of Donald Trump, "He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms."
Clinton said Trump wants to know about allies' payments before defending them		True		Says Donald Trump "was asked if he would defend our allies. He said well, first he'd want to know if they made any payments to us to defend them."
Hillary Clinton correctly claims that Trump Tower was in part built by undocumented workers		True		Says Donald Trump "used undocumented labor to build the Trump Tower."
Hillary Clinton blames high-up Russians for WikiLeaks releases		True		"We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election."
Trump says heroin pours across the southern border		True		"Heroin .. pours across our southern borders."
 		True		None
Clinton correct Buffett claimed to pay a lower tax rate than his secretary		True		Says Warren Buffett has publicly said his secretary "should not be paying a higher tax rate" than him.
Clinton says Muslims have been in America since George Washington		True		"We've had Muslims in America since George Washington."
Clinton is right: Trump tax plan gives more to rich than Bush tax cuts		True		Says Donald Trump’s tax plan gives the wealthy and corporations "more than the Bush tax cuts by at least a factor of two."
Clinton said terrorists use Trump's remarks about Muslims for recruitment		True		"You can look at the propaganda on a lot of the terrorists' sites and what Donald Trump says about Muslims is used to recruit fighters."
Hillary Clinton says a record 90% of Americans have health insurance today		True		"Right now we are at 90 percent health insurance covered. That's the highest we've ever been in our country."
Kaine: Police stopped slain Minnesota driver over 40 times		True		Says Philando Castile "had been stopped by police 40 or 50 times before that fatal incident."
True: Hillary Clinton says federal government sued Donald Trump for housing discrimination		True		Says Donald Trump "started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans."
Hillary Clinton correctly cites outside analyses of Trump's tax plan		True		According to "independent experts," Donald Trump's tax plan "would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy."
Donald Trump says Chicago has experienced thousands of shootings this year		True		"In Chicago, they've had thousands of shootings, thousands since Jan. 1. Thousands of shootings."
Hillary Clinton correct that gun deaths for young black males outpace next 9 causes combined		True		"The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together."
Hillary Clinton correct; Hispanic wealth disproportionately lower than its share of the population		True		"Latinos are 17 percent of our country's population but hold only 2 percent of its wealth."
Clinton ad: Trump Management was charged with discriminating against black people		True		"Trump Management was charged with discriminating against African-Americans and breaking federal law."
Barack Obama says Trump foundation took other people's money, bought a six-foot-tall painting		True		Says Donald Trump's foundation "took money other people gave to his charity and then bought a six-foot-tall painting of himself."
Trump is right: Heroin is coming in through southern border		True		Heroin comes in the United States "from the southern border."
Mike Pence cites Clinton support for more Syrian refugees		True		Says Hillary Clinton "wants to increase Syrian refugees to this country by 550 percent."
Clinton says almost a half-million immigrants still eligible for DACA, particularly Asians		True		"Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community."
Tim Kaine correct about how poorly U.S. fares in percentage of women lawmakers		True		"In Congress right now, we're doing the best job we have ever done in women in the federal legislature," but it’s still only "19 percent."
Gary Johnson correct that most Americans support legalizing marijuana		True		"Most Americans support" the legalization of marijuana.
Donald Trump accurately says media wrong that he kicked baby out of rally 		True		Says the media distorted what happened with a baby at his rally.
Clinton: Deaths of Dallas police drew nearly 500 job applicants		True		After the shootings of Dallas policemen, "nearly 500 people applied in just 12 days."
At DNC, Sen. Chris Murphy says 90% of Americans want expanded background checks for gun purchases		True		"Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales."
RNC is right that no Democratic speaker mentioned ISIS on convention's first night		True		Speakers at the Democratic National Convention made "zero mentions of the global terrorist threat posed by ISIS."
Michelle Obama correct that the White House was built by slaves		True		"I wake up every morning in a house (the White House) that was built by slaves."
Donald Trump correct — Lyndon Johnson passed legislation limiting political activity of churches		True		"An amendment, pushed by Lyndon Johnson many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views."
Donald Trump says goods trade deficit was almost $800 billion in 2015		True		"Our trade deficit in goods reached nearly … $800 billion last year alone."
Trump: 43 million Americans on food stamps		True		"Forty-three million Americans are on food stamps."
 		True		None
Stamp this one 'correct;' Chris Christie says Clinton wrong about work-related emails		True		Says Hillary Clinton "said all work-related emails were sent back to the State Department. The FBI director said, that's not true."
Hillary Clinton accurately says Donald Trump's plan is good for hedge funders		True		Says Donald Trump’s proposed tax treatment of hedge fund managers "makes the current loophole even worse."
Hillary Clinton correct that analysts have called Donald Trump a top global economic risk		True		"Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism."
Trump right that Clinton made up story about Bosnia sniper fire		True		Says Hillary Clinton "said she was under attack (in Bosnia) but the attack turned out to be young girls handing her flowers."
In shot at Donald Trump, Hillary Clinton is correct about tariffs' role in Great Depression		True		"A trade war is something very different (than curbing new trade agreements). We went down that road in the 1930s. It made the Great Depression longer and more painful."
Hillary Clinton's approval ratings as secretary of state were high, but they're not now		True		"When I was secretary of state, I had a very high approval rating."
Donald Trump now being used in terrorist propaganda videos, Hillary Clinton says		True		"We now do have evidence" that Donald Trump is being used as a recruiting tool for terrorists.
Ted Cruz says he won more votes in Wisconsin than Donald Trump did in New York		True		"I earned more votes in the state of Wisconsin than Donald Trump did in New York."
Hillary Clinton says Democratic debate moderators have not asked any questions about abortion		True		In nine Democratic debates, "We've not had one question about a woman's right to make her own decisions about reproductive health care, not one question."
 		True		None
Evidence backs Hillary Clinton claim that torture is counterproductive for counterterrorism		True		When it comes to fighting terrorism, "Another thing we know that does not work, based on lots of empirical evidence, is torture."
Bernie Sanders was the roll call amendment king from 1995 to 2007		True		"Bernie Sanders passed more roll call amendments in a Republican Congress than any other member."
Rep. Joe Pitts says 120 Americans die daily from overdoses, exceeding deaths from guns		True		"According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms."
Mike Honda shares accurate graphic about past Supreme Court nominations		True		"Six justices" on the U.S. Supreme Court have been "confirmed in presidential election years since 1912."  
Hillary Clinton says guns exceed next nine categories as leading cause of death for young black men		True		"Gun violence is by far the leading cause of death for young African American men, outstripping the next nine causes of death combined."
Ted Cruz says he's engaged civilly with protesters at his campaign events		True		"More than once, I've actually had a conversation with the protesters on substance."
Marco Rubio says foreign aid is less than 1 percent of federal budget		True		Foreign aid "is less than 1 percent of our federal budget."
 		True		None
Right to Rise correct on comparison between 'worst attendance records' of Marco Rubio, Barack Obama		True		Like Marco Rubio, Sen. Barack Obama had "one of the worst attendance records in the Senate."
Yes, Donald Trump has been linked to the mob		True		"There have been multiple media reports about (Donald Trump's) business dealings with the mob, with the mafia."
Hillary Clinton says blacks more likely to be arrested, get longer sentences 		True		"African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do."
Sen. Richard Blumenthal correct that the longest Supreme Court vacancy in 30 years has been 237 days		True		"There's never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days."
It's true: Donald Trump once supported impeaching George W. Bush		True		Says Donald "Trump supported impeachment of President (George W.) Bush."
 		True		None
Sanders: African-Americans lost half their wealth because of Wall Street collapse		True		"The African-American community lost half of their wealth as a result of the Wall Street collapse."
Carly Fiorina says her campaign has more cash on hand than John Kasich and Chris Christie combined		True		Says she "is 6th in hard dollars raised and has more cash on hand than Governors (John) Kasich and (Chris) Christie combined."
Marco Rubio says China is 'practicing how to blow up our satellites'		True		China is "practicing how to blow up our satellites."
Paul Ryan says 'if you were raised poor, you’re just as likely to stay poor' as 50 years ago		True		"Today, if you were raised poor, you’re just as likely to stay poor as you were 50 years ago."
Hillary Clinton correct that Bernie Sanders flip-flopped on liability for gun makers, sellers		True		Says Bernie Sanders "has reversed his position on immunity" for gun manufacturers and sellers.
Cruz is right in back-and-forth with Rubio about vote on defense spending		True		Says Marco Rubio "knows full well I voted for his amendment to increase military spending to $697 billion."
Business has created jobs every month since Obamacare became law, Obama said in State of the Union		True		"Our businesses have created jobs every single month since (Obamacare) became law."
Donald Trump is right about Putin's popularity in Russia		True		Says American polling shows Russian President Vladimir Putin has "an 80 percent approval rating."
Fact-checking Sanders' claim that U.S. spends 3 times per capita what the U.K. spends on health care		True		The United States spends "almost three times per capita what they spend in the U.K." on health care and "50 percent more than they pay in France."
Geneva Conventions bar Donald Trump's idea of killing terrorists' families, as Rand Paul says		True		"If you are going to kill the families of terrorists, realize that there's something called the Geneva Convention we're going to have to pull out of."
Bernie Sanders is right: Saudi Arabia is more focused on the conflict in Yemen than fighting ISIS		True		"Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen."
What Barack Obama said about ISIS being contained		True		When President Barack Obama said ISIS, or ISIL, was contained, he "was responding very specifically to the geographic expansion of ISIL in Iraq and Syria."
Income tax rates were 90 percent under Eisenhower, Sanders says		True		Says income tax rates under Eisenhower were as high as 90 percent.
Ted Cruz says U.S. tax code has more words than the Bible		True		"There are more words in the IRS code than there are in the Bible."
Hillary Clinton: Bernie Sanders voted against Brady bill five times		True		"Sen. Sanders did vote five times against the Brady bill."
Trump supports eminent domain 'abuse,' says conservative Club for Growth		True		Says Donald Trump "supports eminent domain" and the Supreme Court’s Kelo decision. 
Is there Planned Parenthood funding in the bill that stops a government shutdown?		True		"There’s no money" for Planned Parenthood in the bill that would keep the government open.
Carly Fiorina says pot is stronger today than in the past		True		"The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago."
 		True		None
 		True		None
Scott Walker: I'm the only governor to sign law requiring investigations of deaths in police custody		True		"I'm the only governor in America ... who signed a law that says there needs to be an independent investigation any time there's a death of someone in police custody."
Bernie Sanders: 'Saudi Arabia has the third-largest military budget in the entire world'		True		"Saudi Arabia has the third-largest military budget in the entire world."
Lightning strikes more common in Texas than in-person voter fraud, says Cory Booker		True		"You’re more likely to get struck by lightning in Texas" than find in-person voter fraud.
Fiorina: Trump's abortion flip-flop		True		Says Donald Trump has "changed his mind" on abortion.
Clinton accurately says black children with asthma have 500% higher mortality rate		True		"African-American children are 500 percent more likely to die from asthma than white kids."
Rand Paul: Hillary Clinton's State Department 'admonished' ambassador for improper email use		True		"(Hillary Clinton's State Department) actually admonished one of her ambassadors because he wasn’t using the proper server."
Bobby Jindal says nearly 100 percent of New Orleans students attend a charter school		True		"In New Orleans, nearly 100 percent of our kids are in charter schools."
Hillary Clinton says she called for Wall Street regulations early in the financial crisis		True		Says she "called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight" early on in the financial crisis.
Canadian hog farmers and Congress want to repeal a consumer labeling law. Here's why		True		"The House of Representatives just voted 300-131 to remove ‘country-of-origin labeling’ on chicken, pork, and beef sold in the U.S."
Hillary Clinton: Top hedge fund managers make more than all kindergarten teachers combined		True		"The top 25 hedge fund managers (are) making more than all of America's kindergarten teachers combined."
Jeb Bush says Estonians can file their taxes in five minutes. Really?		True		"You can fill out your tax return in Estonia online in five minutes."
Marco Rubio says for first time in 35 years, 'we have more businesses dying than we do starting'		True		"For the first time in 35 years, we have more businesses dying than we do starting."
John McCain says 75% of airstrike missions against ISIS return without firing a weapon		True		If you count United States airstrikes against ISIS, "75 percent of those combat missions return to base without having fired a weapon."
Do Iran and the United States disagree on the nuclear deal framework?		True		"The Iranians are now saying that what we're saying the deal is and what they understand it to be are two different things."
Jeb Bush correct that median income has fallen in U.S. since end of recession		True		"We are in the sixth year of recovery, and median income is below what it was at the start of the recovery."
70% of Americans don't have college degree, Rick Santorum says		True		Seventy percent of Americans "don't have a college degree."
Conservative group claims Hillary Clinton's foundation took millions from foreign governments		True		"The Clintons' foundation took millions from foreign governments" including United Arab Emirates and Saudi Arabia.
Federal prison population drops for first time in 3 decades, Eric Holder says		True		Last year, "we saw the first reduction in the federal prison population in 32 years."
Barack Obama says U.S. economy is creating jobs at fastest pace since 1999		True		The economy is "creating jobs at the fastest pace since 1999."
Obama: America is No. 1 producer of oil, gas		True		"America is No. 1 one in oil and gas."  
Barack Obama says U.S. auto industry has 'created about 500,000 new jobs' in past 5 years		True		Over the past five years, the American automobile industry has "created about 500,000 new jobs."
McCaul: Western Europeans can fly to U.S. without a visa		True		Western Europeans "can fly in the United States without even having a visa."
Klobuchar says U.S. is world's No. 1 oil producer		True		"We're now the No. 1 producer of oil in the world. We've surpassed Saudi Arabia."
 		True		None
Obama: 'We're spending millions for each individual' held at Guantanamo Bay, Cuba		True		"We're spending millions for each individual" held at Guantanamo Bay, Cuba.
The uninsured vote at low rates, says Charles Schumer		True		In 2010, uninsured voters made up "about 5 percent of the electorate."
Congress has 11% approval ratings but 96% incumbent reelection rate, meme says		True		Congress has 11 percent approval ratings, yet 96.4 percent of incumbent lawmakers were re-elected in 2014.
Last time GOP defeated two Senate incumbent Democrats? Try 1980		True		The last time Republican U.S. Senate candidates "beat more than two (incumbents) was 1980."
Rand Paul says federal program incentivizes police militarization		True		"Washington has incentivized the militarization of local police precincts."
Rand Paul rightly says the government shutdown was more expensive than keeping it open		True		"It cost us more to shut the government down than to keep it open."
Nancy Pelosi says U.S. House 'has never sued a sitting president in all of U.S. history'		True		"The House of Representatives has never sued a sitting president in all of U.S. history."
Mitch McConnell says more women graduate from college than men do		True		"More women are graduating from college now than men."
Texas congressman says immigrant minors from countries that don't border the U.S. can stay		True		"If you're a Mexican, you get sent back. ... But if you're from a noncontiguous country like the Central American countries" then you can stay in the United States.
Does Joni Ernst want to abolish the Education Department and the EPA? 		True		Says Iowa Senate candidate Joni Ernst "promises to shut down the Department of Education and abolish the EPA."
Hillary Clinton says in memoir that there's very little U.S. military presence in Africa		True		"The U.S. military footprint in Africa is nearly nonexistent."
Hillary Clinton says by 2009, U.S. drones had killed 'dozens' of senior terrorists		True		By 2009, "dozens of senior terrorists had been taken off the battlefield" by drones.
It takes Americans 6.1 billion hours to prepare their taxes, says Virginia Foxx		True		Americans spend "6.1 billion hours a year" on tax preparation.
McCaul: 'When people enter the service, there’s not a mental health evaluation'		True		"When people enter the service, there’s not a mental health evaluation."
Does Mitch McConnell receive more money from lobbyists than any other member of Congress?		True		Says Sen. Mitch McConnell is "the No. 1 recipient of contributions from lobbyists this cycle."
 		True		None
Rob Portman says average U.S. family is earning $4,000 less than five years ago		True		"The average family (is) now bringing home $4,000 less than they did just five years ago."
Do Bill Clinton and George Bush support the Keystone XL pipeline?		True		Says "Bill Clinton and George Bush both say build the Keystone XL."
Larry Pressler recalls role rejecting Abscam bribe in new campaign ad		True		"American Hustle shows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down."
Paul Ryan releases report saying percentage of Americans in 'deep poverty' has hit a record over past three years		True		"Over the past three years, ‘deep poverty’ has reached its highest level on record."
Why Crimea matters to Russia		True		Crimea was part of Russia "until 1954, when it was given to the Soviet Republic of the Ukraine."
Louise Slaughter tweets that four-in-five black and Hispanic fourth-graders aren't proficient in reading		True		Says "by 4th grade, 86 percent of African-American boys and 82 percent (of) Hispanic boys are reading below proficiency levels."
Obama says every four minutes, another home or business goes solar		True		"Every four minutes, another American home or business goes solar."
In State of the Union, Obama says U.S. produces more oil than it buys		True		There is "more oil produced at home than we buy from the rest of the world – the first time that’s happened in nearly 20 years."
In State of the Union, Obama says average wages have 'barely budged' over past 4 years		True		During the past four years, "average wages have barely budged."
More state abortion restrictions were enacted in last 3 years than previous decade, Sen. Patty Murray says		True		In the past three years, state legislatures have "enacted more of these restrictions (on abortion) than in the previous 10 years combined."
Obama says U.S. produces more oil than it imports for first time in nearly 20 years		True		"For the first time in nearly two decades, we produce more oil here in the United States than we buy from the rest of the world."
Just 3% of younger voters don't believe climate change is happening, Sen. Chris Murphy says		True		"Only 3 percent of voters 18 to 34 don't believe that climate change is really happening."
There are 3 unemployed people for every job opening, Obama adviser says		True		"Our economy still has three people looking for every job (opening)."
Obama says children from low-income families hear 30 million fewer words than peers by age 3		True		"By the time she turns 3 years old, a child born into a low-income home hears 30 million fewer words than a child from a well-off family."
U.S. bishops have supported universal health care since 1919, Cardinal Dolan says		True		"We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care."
Iranian official called Israel 'rabid dog,' accused U.S. of war crimes, says Rubio		True		"Just days ago, Iran's Supreme Leader (Ali) Khamenei, who will oversee implementation of this agreement, was calling Israel a 'rabid dog' and accusing the United States of war crimes."
Schakowsky said based on GDP per capita, the United States 'has never been richer'		True		The United States "has never been richer, if you look at per capita GDP."
Did Medicare Part D have the same rollout problems as the Obamacare online marketplaces?		True		"Things went wrong with the Medicare prescription D plan that George Bush rolled out."
GOP Rep. John Fleming says in Massachusetts, half of primary-care doctors aren't seeing new patients		True		In Massachusetts, "half of the primary care doctors are not accepting new patients."
Rep. Dennis Ross says U.S. spending has fallen two straight years for first time since Korean War		True		"For the first time since the Korean War, total federal spending has gone down for two years in a row."
Bill Young says military pay would be delayed during government shutdown		True		If the government shuts down, "all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available."
Joe Lieberman says Obama "had the legal authority" to strike Syria without congressional approval		True		President Barack Obama "had the legal authority" to strike Syria without a vote from Congress.
Bill Clinton says more Republicans than Democrats have signed up to stay on their parents' plans under Obamacare		True		According to a recent poll, "there are more young Republicans enrolled in their parents' (health insurance) plans than young Democrats."
McCain says a million children are refugees from Syrian civil war		True		Fleeing Syria, "a million children are now refugees."
Obama says exports of U.S. goods at all-time high		True		"We now sell more products made in America to the rest of the world than ever before."
Rand Paul, on 'Daily Show,' says cost is biggest barrier for the uninsured		True		"Why didn't (uninsured Americans) buy insurance? Because of the expense."
Democrats say Florida stripped insurance commissioner of power to set health plan rates		True		Says Florida refused to allow the insurance commissioner to "negotiate lower rates with companies or refuse rates that are too high" under Obamacare.
Susan Collins says this year, 'overwhelming majority' of new jobs are part time		True		"This year, the overwhelming majority of new jobs are part time."
Alan Krueger, top economist to Obama, says most new jobs since health care law passed are full time		True		"Since the Affordable Care Act passed, 90 percent of job growth has been in full-time positions."
CNN's Don Lemon says more than 72 percent of African-American births are out of wedlock		True		"More than 72 percent of children in the African-American community are born out of wedlock."
Obama says deficit is falling at the fastest rate in 60 years		True		Says "our deficits are falling at the fastest rate in 60 years."
Barack Obama says top 1 percent saw incomes quadruple, while typical family saw theirs barely budge		True		"The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical family’s incomes barely budged."
Rep. Tom Cole says food stamp spending doubled under Bush, doubled again under Obama		True		None
Food stamp spending "doubled under President Bush, doubled again under President Obama."		True		None
 		True		None
Rand Paul says Gallup poll found 70 percent of Egyptians opposed to U.S. aid		True		None
"There was a Gallup poll in Egypt last year, and 70 percent of Egyptians don't want our money."		True		None
Debbie Wasserman Schultz says in South Florida, "we've had nine inches of sea-level rise since the 1920s"		True		None
In South Florida, "we've had nine inches of sea-level rise since the 1920s."		True		None
Bill Maher says the immigration bill will "make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet"		True		If it is enacted, the Senate immigration bill is "going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet."
Biden: Since Newtown, more American gun deaths than soldiers lost in Afghanistan		True		None
"Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan."		True		None
Mark Udall says ordinary Americans' business records caught up in surveillance net		True		None
Currently, the intelligence community "can collect business records on law-abiding Americans who have no connection to terrorism."		True		None
No rise in applications triggered IRS actions says Tim Griffin		True		None
"There was no surge in 501(c)(4) applications in 2010."		True		None
Bernie Sanders says six of 10 Americans say wealth should be distributed more equally		True		None
"Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S."		True		None
Rep. Ted Poe says new Medicare rules require nine billing codes for turkey injuries		True		None
Says new Medicare billing guidelines "have nine codes for (injuries by) turkeys."		True		None
Obama says bipartisan background check plan “outlawed any (gun) registry”		True		None
A bipartisan background check amendment "outlawed any (gun) registry.  Plain and simple, right there in the text."		True		None
Barack Obama says, 'The NRA used to support expanded background checks.'		True		None
"The NRA used to support expanded background checks."		True		None
Gabby Giffords says Americans "overwhelmingly" support expanding background checks		True		None
Polls show that Americans "overwhelmingly" support "expanding background checks."		True		None
 		True		None
Mayor Rahm Emanuel says Chicago takes more guns off the streets than New York or L.A.		True		Says in Chicago, "we take more guns off the streets than New York or L.A."
Mark Kelly says 94 percent of Floridians support universal background checks		True		None
Says "94 percent of (Marco Rubio's) constituents support a universal background check."		True		None
Michael Bloomberg: NRA used to support more background checks		True		"If you go back to 1999, Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done."
Sen. Ted Cruz says the federal government thinks it has ‘authority to regulate our toilet seats’		True		None
"We have a federal government that thinks they have the authority to regulate our toilet seats."		True		None
Sarah Palin says D.C. is home to 7 of 10 of the highest-income counties		True		"Seven of the 10 highest-income counties in the country ring the city" of Washington D.C.
Nancy Pelosi says 64 percent of minimum-wage earners are women		True		None
"More than 64 percent of minimum-wage earners are women."		True		None
Rand Paul says CIA Director John Brennan claimed no geographic limit on drone strikes		True		None
"When (John) Brennan ... was asked directly … ‘Is there any geographic limitation to your drone strike program?’ Brennan responded and said, ‘no, there is no limitation.’"		True		None
Has Jeb Bush flip-flopped on immigration and a pathway to citizenship?		True		None
Says Jeb Bush "flip-flop-flip(ped) on immigration."		True		None
Donald Rumsfeld says Abraham Lincoln loved wrestling		True		None
Says wrestling was a favorite sport of Abraham Lincoln.		True		None
Barack Obama says the 12 hottest years on record have come in the last 15 years		True		None
"The 12 hottest years on record have come in the last 15 years."		True		None
Barack Obama says U.S. has created half million manufacturing jobs in three years		True		None
"After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three."		True		None
Florida Rep. Ron DeSantis says ‘Obamacare’ tax is cheaper than insurance		True		None
The tax penalty that the government imposes if you don't buy health insurance "is lower than it would have cost to buy insurance."		True		None
PBS commentator Mark Shields says more killed by guns since '68 than in all U.S. wars		True		Since 1968, "more Americans have died from gunfire than died in … all the wars of this country's history."
Facebook post says more people were murdered with knives, body parts or blunt objects than with rifles		True		None
In 2011, more people were murdered with knives, "hands or feet" or "clubs and hammers" than with any type of rifle.		True		None
Allen West said the House voted to remove the word 'lunatic' from federal law		True		"This week the House of Representatives voted to remove the word ‘lunatic’ from federal law."
Obama says Romney would spend $2 trillion that the military hasn't asked for		True		None
Says Mitt Romney wants to add $2 trillion to defense budget that the military hasn’t asked for.		True		None
Obama says Romney suggested employers should be able to decide if insurance covers contraceptives		True		Says Mitt Romney suggested that "employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage."
Obama says Romney once said a coal-burning plant ‘kills people’ 		True		None
When Mitt Romney was governor of Massachusetts, he "stood in front of a coal plant and pointed at it and said, ‘This plant kills.’"		True		None
Romney says Obama failed to offer the immigration bill he promised		True		None
Says Obama broke his promise to offer a comprehensive immigration bill in his first year.		True		None
Joe Biden says no Democrats support Paul Ryan’s Medicare proposal		True		None
"There's not one Democrat who endorses" the Romney-Ryan Medicare plan.		True		None
Obama says tax code rewards firms for shifting jobs overseas		True		None
The federal tax code has "loopholes that are giving incentives for companies that are shipping jobs overseas."		True		None
Barack Obama says Mitt Romney would spend $2 trillion that the military hasn't asked for		True		None
